chr	start	end	BS	BS.norm	boundary	TADid	TAD
I	73000	73199	1.773	-0.5447	0	34	1
I	73200	73399	1.828	-0.4894	0	34	1
I	73400	73599	1.793	-0.5246	0	34	1
I	73600	73799	1.637	-0.6804	0	34	1
I	73800	73999	1.563	-0.754	0	34	1
I	74000	74199	1.558	-0.7592	0	34	1
I	74200	74399	1.634	-0.6837	0	34	1
I	74400	74599	1.652	-0.665	0	34	1
I	74600	74799	1.621	-0.6961	0	34	1
I	74800	74999	1.644	-0.6733	0	34	1
I	75000	75199	1.654	-0.6632	0	34	1
I	75200	75399	1.671	-0.6467	0	34	1
I	75400	75599	1.666	-0.6517	0	34	1
I	75600	75799	1.774	-0.543	0	34	1
I	75800	75999	1.825	-0.4925	0	34	1
I	76000	76199	1.891	-0.4258	0	34	1
I	76200	76399	1.985	-0.332	0	34	1
I	76400	76599	2.032	-0.2851	0	34	1
I	76600	76799	1.978	-0.3388	0	34	1
I	76800	76999	 1.89	-0.4276	0	34	1
I	77000	77199	1.956	-0.3617	0	34	1
I	77200	77399	2.023	-0.2941	0	34	1
I	77400	77599	2.086	-0.2316	0	34	1
I	77600	77799	 2.21	-0.1071	0	34	1
I	77800	77999	1.994	-0.3229	0	34	1
I	78000	78199	2.036	-0.2817	0	34	1
I	78200	78399	1.946	-0.3712	0	34	1
I	78400	78599	1.787	-0.5301	0	34	1
I	78600	78799	 1.82	-0.4972	0	34	1
I	78800	78999	1.698	-0.6198	0	34	1
I	79000	79199	1.701	-0.6159	0	34	1
I	79200	79399	1.621	-0.6961	0	34	1
I	79400	79599	1.514	-0.8031	0	34	1
I	79600	79799	 1.38	-0.9369	0	34	1
I	79800	79999	1.312	-1.005	0	34	1
I	80000	80199	 1.19	-1.127	0	34	1
I	80200	80399	1.187	-1.131	0	34	1
I	80400	80599	 1.17	-1.147	0	34	1
I	80600	80799	1.219	-1.098	0	34	1
I	80800	80999	1.258	-1.059	0	34	1
I	81000	81199	1.422	-0.8956	0	34	1
I	81200	81399	1.647	-0.6705	0	34	1
I	81400	81599	 1.96	-0.3568	0	34	1
I	81600	81799	2.228	-0.08943	0	34	1
I	81800	81999	2.346	0.02905	0	34	1
I	82000	82199	2.377	0.05951	0	34	1
I	82200	82399	2.348	0.0303	0	34	1
I	82400	82599	2.402	0.08438	1	34.5	0
I	82600	82799	2.259	-0.05854	0	35	1
I	82800	82999	2.069	-0.2484	0	35	1
I	83000	83199	1.836	-0.4811	0	35	1
I	83200	83399	1.718	-0.5995	0	35	1
I	83400	83599	1.582	-0.7352	0	35	1
I	83600	83799	1.451	-0.8661	0	35	1
I	83800	83999	1.423	-0.8939	0	35	1
I	84000	84199	1.366	-0.9514	0	35	1
I	84200	84399	1.288	-1.03	0	35	1
I	84400	84599	1.358	-0.9589	0	35	1
I	84600	84799	1.515	-0.8027	0	35	1
I	84800	84999	1.566	-0.7512	0	35	1
I	85000	85199	 1.66	-0.6569	0	35	1
I	85200	85399	 1.61	-0.7069	0	35	1
I	85400	85599	 1.66	-0.6575	0	35	1
I	85600	85799	1.737	-0.5804	0	35	1
I	85800	85999	1.831	-0.4861	0	35	1
I	86000	86199	2.085	-0.2322	0	35	1
I	86200	86399	2.236	-0.08162	0	35	1
I	86400	86599	 2.67	0.353	0	35	1
I	86600	86799	2.965	0.6478	0	35	1
I	86800	86999	3.134	0.8167	0	35	1
I	87000	87199	3.236	0.9188	0	35	1
I	87200	87399	3.341	1.024	0	35	1
I	87400	87599	3.445	1.128	0	35	1
I	87600	87799	3.625	1.308	1	35.5	0
I	87800	87999	3.613	1.296	0	36	1
I	88000	88199	3.235	0.9177	0	36	1
I	88200	88399	2.176	-0.1415	0	36	1
I	88400	88599	1.819	-0.4983	0	36	1
I	88600	88799	1.422	-0.8955	0	36	1
I	88800	88999	1.229	-1.088	0	36	1
I	89000	89199	1.109	-1.208	0	36	1
I	89200	89399	1.142	-1.175	0	36	1
I	89400	89599	 1.09	-1.228	0	36	1
I	89600	89799	 1.27	-1.047	0	36	1
I	89800	89999	1.667	-0.6507	0	36	1
I	90000	90199	1.997	-0.3199	0	36	1
I	90200	90399	2.796	0.4784	0	36	1
I	90400	90599	3.601	1.283	0	36	1
I	90600	90799	 3.99	1.672	0	36	1
I	90800	90999	4.222	1.905	0	36	1
I	91000	91199	4.324	2.007	1	36.5	0
I	91200	91399	4.288	1.971	0	37	1
I	91400	91599	4.065	1.748	0	37	1
I	91600	91799	3.808	 1.49	0	37	1
I	91800	91999	3.637	1.319	0	37	1
I	92000	92199	2.875	0.5574	0	37	1
I	92200	92399	2.071	-0.2466	0	37	1
I	92400	92599	1.497	-0.8202	0	37	1
I	92600	92799	1.319	-0.9978	0	37	1
I	92800	92999	1.231	-1.086	0	37	1
I	93000	93199	1.251	-1.066	0	37	1
I	93200	93399	 1.51	-0.8076	0	37	1
I	93400	93599	 2.08	-0.2373	0	37	1
I	93600	93799	2.702	0.3845	0	37	1
I	93800	93999	2.865	0.5476	0	37	1
I	94000	94199	 3.11	0.7928	0	37	1
I	94200	94399	 3.25	0.9325	0	37	1
I	94400	94599	 3.29	0.9727	1	37.5	0
I	94600	94799	3.234	0.9169	0	38	1
I	94800	94999	3.045	0.7276	0	38	1
I	95000	95199	2.875	0.5581	0	38	1
I	95200	95399	2.443	0.1253	0	38	1
I	95400	95599	 2.05	-0.2676	0	38	1
I	95600	95799	1.855	-0.462	0	38	1
I	95800	95999	1.636	-0.6809	0	38	1
I	96000	96199	1.371	-0.9462	0	38	1
I	96200	96399	1.172	-1.145	0	38	1
I	96400	96599	 1.25	-1.067	0	38	1
I	96600	96799	1.611	-0.7065	0	38	1
I	96800	96999	1.654	-0.663	0	38	1
I	97000	97199	1.745	-0.5726	0	38	1
I	97200	97399	1.889	-0.4288	0	38	1
I	97400	97599	1.995	-0.322	0	38	1
I	97600	97799	2.142	-0.1756	0	38	1
I	97800	97999	2.431	0.114	0	38	1
I	98000	98199	2.618	0.3003	0	38	1
I	98200	98399	2.717	0.3995	1	38.5	0
I	98400	98599	2.661	0.3433	0	39	0
I	98600	98799	2.625	0.3077	0	39	0
I	98800	98999	2.472	0.1548	0	39	0
I	99000	99199	2.483	0.1657	0	39	0
I	99200	99399	2.545	0.2281	0	39	0
I	99400	99599	2.643	0.3262	0	39	0
I	99600	99799	 3.35	1.033	0	39	0
I	99800	99999	3.751	1.434	0	39	0
I	100000	100199	5.177	2.859	1	39.5	0
I	100200	100399	3.823	1.506	0	40	0
I	100400	100599	2.732	0.4144	0	40	0
I	100600	100799	2.617	0.3002	0	40	0
I	100800	100999	2.754	0.4372	0	40	0
I	101000	101199	3.055	0.7379	0	40	0
I	101200	101399	3.301	0.9839	0	40	0
I	101400	101599	3.423	1.106	0	40	0
I	101600	101799	3.457	 1.14	1	40.5	0
I	101800	101999	2.717	0.3999	0	41	1
I	102000	102199	2.701	0.3835	0	41	1
I	102200	102399	2.082	-0.2352	0	41	1
I	102400	102599	1.986	-0.3315	0	41	1
I	102600	102799	1.066	-1.252	0	41	1
I	102800	102999	0.8799	-1.437	0	41	1
I	103000	103199	1.362	-0.9555	0	41	1
I	103200	103399	1.368	-0.9493	0	41	1
I	103400	103599	1.424	-0.8929	0	41	1
I	103600	103799	2.536	0.2187	0	41	1
I	103800	103999	2.677	0.3593	0	41	1
I	104000	104199	3.129	0.8113	0	41	1
I	104200	104399	2.857	0.5396	0	41	1
I	104400	104599	 3.15	0.8324	0	41	1
I	104600	104799	3.184	0.8671	1	41.5	0
I	104800	104999	3.098	0.7807	0	42	1
I	105000	105199	 3.14	0.8231	0	42	1
I	105200	105399	2.791	0.4737	0	42	1
I	105400	105599	2.786	0.4685	0	42	1
I	105600	105799	2.089	-0.2282	0	42	1
I	105800	105999	1.655	-0.6623	0	42	1
I	106000	106199	1.644	-0.6734	0	42	1
I	106200	106399	1.599	-0.7185	0	42	1
I	106400	106599	1.659	-0.6584	0	42	1
I	106600	106799	 1.85	-0.4676	0	42	1
I	106800	106999	2.178	-0.1389	0	42	1
I	107000	107199	1.837	-0.4803	0	42	1
I	107200	107399	1.525	-0.7919	0	42	1
I	107400	107599	1.494	-0.8231	0	42	1
I	107600	107799	 1.59	-0.7277	0	42	1
I	107800	107999	 1.65	-0.6669	0	42	1
I	108000	108199	1.671	-0.6465	0	42	1
I	108200	108399	1.839	-0.4784	0	42	1
I	108400	108599	1.895	-0.4227	0	42	1
I	108600	108799	1.948	-0.3692	0	42	1
I	108800	108999	1.386	-0.9311	0	42	1
I	109000	109199	1.402	-0.915	0	42	1
I	109200	109399	1.446	-0.8711	0	42	1
I	109400	109599	1.476	-0.8418	0	42	1
I	109600	109799	1.426	-0.8914	0	42	1
I	109800	109999	2.504	0.1863	1	42.5	0
I	110000	110199	 2.26	-0.05763	0	43	1
I	110200	110399	2.041	-0.276	0	43	1
I	110400	110599	2.131	-0.1866	0	43	1
I	110600	110799	2.163	-0.1547	0	43	1
I	110800	110999	2.152	-0.1651	0	43	1
I	111000	111199	2.243	-0.07385	0	43	1
I	111200	111399	2.429	0.1113	1	43.5	0
I	111400	111599	2.103	-0.2144	0	44	1
I	111600	111799	2.142	-0.1752	0	44	1
I	111800	111999	2.235	-0.0823	0	44	1
I	112000	112199	2.274	-0.0436	0	44	1
I	112200	112399	 2.52	0.2023	0	44	1
I	112400	112599	2.683	0.3658	0	44	1
I	112600	112799	2.948	0.631	0	44	1
I	112800	112999	3.413	1.096	1	44.5	0
I	113000	113199	3.408	1.091	0	45	1
I	113200	113399	3.309	0.992	0	45	1
I	113400	113599	3.096	0.7784	0	45	1
I	113600	113799	2.931	0.6142	0	45	1
I	113800	113999	2.912	0.5944	0	45	1
I	114000	114199	2.776	0.4589	0	45	1
I	114200	114399	2.336	0.01918	0	45	1
I	114400	114599	1.116	-1.201	0	45	1
I	114600	114799	0.965	-1.352	0	45	1
I	114800	114999	0.986	-1.331	0	45	1
I	115000	115199	1.041	-1.276	0	45	1
I	115200	115399	 1.32	-0.9973	0	45	1
I	115400	115599	1.733	-0.5847	0	45	1
I	115600	115799	2.748	0.431	0	45	1
I	115800	115999	3.274	0.9565	0	45	1
I	116000	116199	3.462	1.144	0	45	1
I	116200	116399	3.517	  1.2	0	45	1
I	116400	116599	 3.56	1.242	1	45.5	0
I	116600	116799	3.491	1.174	0	46	1
I	116800	116999	3.436	1.119	0	46	1
I	117000	117199	3.482	1.165	0	46	1
I	117200	117399	3.147	 0.83	0	46	1
I	117400	117599	 2.78	0.4627	0	46	1
I	117600	117799	2.427	0.1093	0	46	1
I	117800	117999	1.938	-0.3797	0	46	1
I	118000	118199	1.623	-0.6945	0	46	1
I	118200	118399	1.655	-0.6626	0	46	1
I	118400	118599	1.583	-0.734	0	46	1
I	118600	118799	1.433	-0.8846	0	46	1
I	118800	118999	1.473	-0.8442	0	46	1
I	119000	119199	1.656	-0.6611	0	46	1
I	119200	119399	  1.9	-0.4174	0	46	1
I	119400	119599	2.078	-0.239	0	46	1
I	119600	119799	2.233	-0.084	0	46	1
I	119800	119999	2.368	0.05045	0	46	1
I	120000	120199	2.491	0.1736	0	46	1
I	120200	120399	2.528	0.2109	0	46	1
I	120400	120599	 2.56	0.2429	1	46.5	0
I	120600	120799	 2.47	0.1527	0	47	1
I	120800	120999	 2.34	0.02295	0	47	1
I	121000	121199	2.186	-0.1315	0	47	1
I	121200	121399	1.652	-0.6657	0	47	1
I	121400	121599	1.359	-0.9586	0	47	1
I	121600	121799	1.276	-1.041	0	47	1
I	121800	121999	 1.26	-1.057	0	47	1
I	122000	122199	1.344	-0.9735	0	47	1
I	122200	122399	1.626	-0.6917	0	47	1
I	122400	122599	1.893	-0.4247	0	47	1
I	122600	122799	 1.98	-0.3369	0	47	1
I	122800	122999	1.925	-0.3919	0	47	1
I	123000	123199	1.881	-0.4359	0	47	1
I	123200	123399	1.848	-0.4694	0	47	1
I	123400	123599	1.883	-0.4339	0	47	1
I	123600	123799	2.296	-0.02167	0	47	1
I	123800	123999	2.549	0.2315	0	47	1
I	124000	124199	2.664	0.3468	1	47.5	0
I	124200	124399	2.582	0.2651	0	48	1
I	124400	124599	2.427	0.1098	0	48	1
I	124600	124799	2.445	0.1274	0	48	1
I	124800	124999	2.438	0.1203	0	48	1
I	125000	125199	2.409	0.09203	0	48	1
I	125200	125399	2.391	0.07369	0	48	1
I	125400	125599	 2.35	0.03238	0	48	1
I	125600	125799	  2.3	-0.01764	0	48	1
